Transaction ID,Customer ID,Payment_Mode
10000011,29290,Card
10000012,27703,Card
10000013,28712,Cash
10000014,28020,Cash
10000015,27182,Card
10000016,27318,Cash
10000017,33788,Card
10000018,34106,Card
10000019,59799,Cash
10000020,57982,Cash
10000021,58774,Cash
10000022,58627,Card
10000023,59007,Card
10000024,58215,Cash
10000025,59372,Cash
10000026,57950,Cash
10000027,59533,Card
10000028,58346,Cash
10000029,58925,Card
10000030,58551,Card
10000031,59804,Card
10000032,57200,Card
10000033,57931,Cash
10000034,3077,Cash
10000035,4734,Card
10000036,4004,Card
10000037,5528,Card
10000038,5785,Card
10000039,3714,Cash
10000040,3746,Card
10000041,4289,Card
10000042,5777,Cash
10000043,3571,Card
10000044,4779,Cash
10000045,5734,Card
10000046,5734,Cash
10000047,3051,Card
10000048,5915,Card
10000049,5628,Cash
10000050,3125,Cash
10000051,4813,Cash
10000052,4682,Cash
10000053,3787,Cash
10000054,5029,Card
10000055,3600,Cash
10000056,4606,Card
10000057,3546,Cash
10000058,5707,Card
10000059,4457,Cash
10000060,3330,Card
10000061,5094,Card
10000062,5284,Cash
10000063,5741,Cash
10000064,25949,Card
10000065,24086,Card
10000066,25155,Card
10000067,25247,Cash
10000068,24530,Cash
10000069,24144,Cash
10000070,30718,Cash
10000071,30769,Cash
10000072,31634,Card
10000073,30725,Cash
10000074,8693,Card
10000075,8354,Cash
10000076,8953,Cash
10000077,7409,Cash
10000078,8448,Card
10000079,7598,Cash
10000080,7475,Card
10000081,8197,Card
10000082,8159,Card
10000083,8543,Cash
10000084,8702,Cash
10000085,8661,Card
10000086,8624,Cash
10000087,6318,Card
10000088,8420,Cash
10000089,7309,Card
10000090,8091,Card
10000091,6940,Card
10000092,8927,Card
10000093,7002,Cash
10000094,8555,Cash
10000095,6214,Cash
10000096,8927,Cash
10000097,6068,Card
10000098,8125,Card
10000099,7723,Cash
10000100,8773,Card
10000101,8488,Card
10000102,7277,Cash
10000103,7342,Card
10000104,8820,Card
10000105,8069,Card
10000106,7317,Card
10000107,6343,Card
10000108,6941,Cash
10000109,7974,Cash
10000110,8294,Card
10000111,7355,Card
10000112,7451,Cash
10000113,7924,Cash
10000114,6458,Cash
10000115,6017,Card
10000116,7615,Cash
10000117,6236,Card
10000118,7432,Cash
10000119,7199,Card
10000120,7388,Card
10000121,8745,Cash
10000122,6437,Cash
10000123,7928,Card
10000124,6465,Card
10000125,6249,Cash
10000126,7836,Cash
10000127,7539,Card
10000128,7940,Card
10000129,8600,Card
10000130,8846,Card
10000131,8751,Cash
10000132,8586,Cash
10000133,7927,Cash
10000134,11224,Card
10000135,9584,Card
10000136,11646,Cash
10000137,55370,Cash
10000138,54452,Card
10000139,2416,Cash
10000140,2060,Card
10000141,1451,Card
10000142,1609,Card
10000143,2927,Cash
10000144,2626,Card
10000145,502,Cash
10000146,2571,Card
10000147,769,Cash
10000148,373,Cash
10000149,533,Card
10000150,1217,Cash
10000151,2039,Cash
10000152,590,Cash
10000153,2828,Card
10000154,98,Cash
10000155,591,Cash
10000156,2146,Card
10000157,16700,Cash
10000158,15732,Card
10000159,15400,Card
10000160,16786,Card
10000161,17470,Cash
10000162,15487,Cash
10000163,22557,Cash
10000164,22469,Card
10000165,50246,Cash
10000166,48443,Cash
10000167,47364,Card
10000168,46934,Cash
10000169,45834,Card
10000170,20330,Cash
10000171,20687,Cash
10000172,20206,Card
10000173,19851,Card
10000174,18893,Card
10000175,18179,Card
10000176,18556,Card
10000177,20552,Card
10000178,19699,Card
10000179,19462,Card
10000180,19038,Cash
10000181,18849,Cash
10000182,18418,Cash
10000183,20760,Card
10000184,20474,Card
10000185,18656,Card
10000186,18865,Card
10000187,18817,Cash
10000188,19185,Card
10000189,18488,Cash
10000190,19961,Card
10000191,18498,Card
10000192,20869,Card
10000193,18241,Card
10000194,18314,Card
10000195,20752,Cash
10000196,20745,Cash
10000197,20848,Card
10000198,18363,Cash
10000199,18088,Cash
10000200,18798,Cash
10000201,18490,Card
10000202,18838,Card
10000203,43177,Card
10000204,44348,Cash
10000205,44599,Cash
10000206,44264,Cash
10000207,43369,Cash
10000208,44174,Card
10000209,42366,Cash
10000210,42276,Card
10000211,42899,Cash
10000212,42066,Card
10000213,42141,Card
10000214,43099,Card
10000215,44175,Cash
10000216,42641,Card
10000217,42039,Cash
10000218,44863,Card
10000219,43536,Card
10000220,42739,Card
10000221,42970,Card
10000222,43729,Card
10000223,42330,Card
10000224,44656,Card
10000225,44379,Card
10000226,43571,Cash
10000227,42242,Cash
10000228,42332,Card
10000229,42538,Card
10000230,44107,Cash
10000231,44274,Cash
10000232,42548,Card
10000233,42682,Card
10000234,43988,Cash
10000235,43499,Card
10000236,43630,Card
10000237,42493,Cash
10000238,43000,Cash
10000239,44526,Card
10000240,43508,Cash
10000241,42918,Cash
10000242,42996,Card
10000243,44874,Card
10000244,43516,Card
10000245,42748,Card
10000246,44711,Cash
10000247,44224,Card
10000248,42056,Cash
10000249,43602,Cash
10000250,44100,Card
10000251,42535,Cash
10000252,43521,Cash
10000253,44511,Cash
10000254,44585,Card
10000255,42567,Cash
10000256,43331,Card
10000257,42954,Card
10000258,44752,Card
10000259,42654,Cash
10000260,42890,Card
10000261,43579,Card
10000262,44301,Cash
10000263,43169,Cash
10000264,43331,Cash
10000265,44905,Cash
10000266,42461,Cash
10000267,42784,Cash
10000268,44422,Card
10000269,44193,Card
10000270,43451,Cash
10000271,42740,Cash
10000272,42110,Card
10000273,44277,Cash
10000274,44667,Card
10000275,42960,Cash
10000276,43706,Cash
10000277,43708,Card
10000278,42499,Card
10000279,43708,Cash
10000280,44186,Card
10000281,43614,Cash
10000282,43126,Cash
10000283,42979,Card
10000284,44745,Card
10000285,44054,Card
10000286,42808,Card
10000287,42796,Cash
10000288,42793,Card
10000289,44966,Cash
10000290,43623,Cash
10000291,44343,Cash
10000292,42136,Card
10000293,44693,Cash
10000294,42842,Cash
10000295,43715,Cash
10000296,42074,Card
10000297,44652,Card
10000298,42296,Card
10000299,42195,Card
10000300,44048,Card
10000301,44062,Cash
10000302,42656,Cash
10000303,42578,Card
10000304,42217,Cash
10000305,42537,Cash
10000306,44016,Card
10000307,44210,Cash
10000308,42252,Cash
10000309,43737,Cash
10000310,43265,Card
10000311,43151,Cash
10000312,44261,Cash
10000313,44818,Card
10000314,43699,Card
10000315,42259,Card
10000316,44253,Cash
10000317,42372,Cash
10000318,42857,Card
10000319,43151,Cash
10000320,43990,Cash
10000321,44240,Card
10000322,43445,Card
10000323,42742,Cash
10000324,43815,Cash
10000325,44594,Cash
10000326,44316,Cash
10000327,42571,Cash
10000328,43020,Cash
10000329,42803,Card
10000330,43541,Card
10000331,43203,Card
10000332,44091,Card
10000333,44089,Card
10000334,42615,Card
10000335,43344,Card
10000336,44430,Card
10000337,43939,Cash
10000338,43584,Card
10000339,44907,Card
10000340,44336,Card
10000341,43326,Card
10000342,44297,Card
10000343,36512,Cash
10000344,36850,Cash
10000345,37896,Card
10000346,37800,Cash
10000347,37113,Cash
10000348,38915,Card
10000349,36691,Cash
10000350,38274,Card
10000351,38641,Card
10000352,37641,Card
10000353,38247,Card
10000354,38256,Cash
10000355,37005,Card
10000356,38635,Card
10000357,38494,Card
10000358,14850,Cash
10000359,13157,Card
10000360,13717,Cash
10000361,13231,Card
10000362,13258,Card
10000363,13499,Card
10000364,13166,Card
10000365,14340,Cash
10000366,12335,Cash
10000367,12072,Card
10000368,13090,Cash
10000369,14260,Card
10000370,39975,Card
10000371,39941,Card
10000372,51779,Card
10000373,52586,Card
10000374,53334,Card
10000375,51011,Cash
10000376,52067,Cash
10000377,51693,Card
10000378,51246,Card
10000379,52733,Card
10000380,53094,Card
10000381,52284,Card
10000382,52185,Card
10000383,51082,Card
10000384,27602,Card
10000385,27594,Cash
10000386,27884,Cash
10000387,28533,Cash
10000388,29039,Card
10000389,28102,Card
10000390,29494,Card
10000391,27891,Cash
10000392,29651,Card
10000393,27440,Cash
10000394,29599,Cash
10000395,27228,Cash
10000396,27705,Card
10000397,29009,Card
10000398,29558,Cash
10000399,27092,Cash
10000400,29443,Cash
10000401,28932,Card
10000402,29559,Card
10000403,27749,Card
10000404,29675,Card
10000405,29159,Card
10000406,28115,Card
10000407,28137,Card
10000408,33771,Card
10000409,35061,Card
10000410,33730,Card
10000411,33676,Card
10000412,34040,Card
10000413,57195,Card
10000414,59288,Cash
10000415,57824,Card
10000416,59580,Card
10000417,57825,Card
10000418,59807,Card
10000419,57102,Card
10000420,59062,Cash
10000421,57874,Cash
10000422,59419,Card
10000423,57990,Card
10000424,59588,Card
10000425,58056,Card
10000426,59272,Card
10000427,57854,Card
10000428,58656,Card
10000429,57474,Card
10000430,58500,Card
10000431,58838,Card
10000432,59310,Cash
10000433,58665,Cash
10000434,59961,Card
10000435,58742,Cash
10000436,59793,Cash
10000437,59825,Cash
10000438,57691,Cash
10000439,57758,Cash
10000440,58476,Cash
10000441,57180,Card
10000442,57153,Card
10000443,59838,Card
10000444,59301,Cash
10000445,59288,Card
10000446,57911,Card
10000447,58805,Card
10000448,58773,Cash
10000449,59006,Card
10000450,59255,Cash
10000451,57060,Card
10000452,57947,Card
10000453,58434,Cash
10000454,58945,Cash
10000455,57622,Cash
10000456,57234,Card
10000457,58480,Card
10000458,58898,Card
10000459,59824,Cash
10000460,58951,Card
10000461,57222,Cash
10000462,59896,Cash
10000463,58888,Card
10000464,57661,Card
10000465,59144,Card
10000466,59367,Card
10000467,57812,Card
10000468,4269,Cash
10000469,3059,Card
10000470,5679,Card
10000471,3617,Card
10000472,5402,Cash
10000473,4118,Card
10000474,3066,Cash
10000475,4408,Card
10000476,3836,Card
10000477,3243,Card
10000478,4678,Card
10000479,5882,Card
10000480,5359,Card
10000481,3167,Card
10000482,3408,Card
10000483,5249,Cash
10000484,5092,Card
10000485,4581,Card
10000486,5438,Card
10000487,4820,Card
10000488,5822,Cash
10000489,3110,Card
10000490,4192,Card
10000491,5970,Card
10000492,5993,Card
10000493,3363,Card
10000494,4439,Card
10000495,5077,Card
10000496,3750,Cash
10000497,5031,Card
10000498,5161,Card
10000499,5773,Card
10000500,5816,Card
10000501,3295,Cash
10000502,3664,Card
10000503,4615,Cash
10000504,4772,Card
10000505,4802,Card
10000506,3020,Card
10000507,5067,Card
10000508,3778,Cash
10000509,4924,Card
10000510,4710,Cash
10000511,3597,Card
10000512,3718,Card
10000513,5067,Card
10000514,5322,Card
10000515,5806,Card
10000516,5803,Card
10000517,4413,Cash
10000518,5704,Card
10000519,4429,Cash
10000520,5633,Card
10000521,4712,Cash
10000522,3496,Card
10000523,3080,Card
10000524,4856,Card
10000525,4551,Cash
10000526,3820,Card
10000527,5285,Card
10000528,5728,Cash
10000529,5682,Cash
10000530,3487,Card
10000531,3377,Card
10000532,4671,Cash
10000533,5203,Cash
10000534,5268,Cash
10000535,3552,Cash
10000536,5523,Card
10000537,5329,Card
10000538,4866,Card
10000539,5957,Card
10000540,4448,Card
10000541,4740,Cash
10000542,3322,Card
10000543,4425,Cash
10000544,5602,Card
10000545,3194,Card
10000546,5354,Card
10000547,4489,Cash
10000548,3420,Cash
10000549,4381,Cash
10000550,5919,Card
10000551,4447,Cash
10000552,5922,Card
10000553,3144,Cash
10000554,5794,Card
10000555,4315,Card
10000556,4873,Card
10000557,5581,Card
10000558,3703,Cash
10000559,4939,Cash
10000560,4021,Card
10000561,4837,Card
10000562,5650,Cash
10000563,4243,Cash
10000564,5867,Card
10000565,4664,Card
10000566,5583,Card
10000567,5641,Card
10000568,4184,Card
10000569,5702,Cash
10000570,5217,Cash
10000571,5515,Card
10000572,4273,Cash
10000573,5395,Card
10000574,4960,Cash
10000575,3072,Card
10000576,3766,Cash
10000577,4319,Card
10000578,5368,Cash
10000579,5551,Cash
10000580,4347,Card
10000581,3272,Card
10000582,4827,Card
10000583,3104,Card
10000584,4763,Card
10000585,4021,Card
10000586,4671,Cash
10000587,4962,Cash
10000588,5211,Cash
10000589,4573,Cash
10000590,4314,Card
10000591,3471,Cash
10000592,4535,Card
10000593,5017,Cash
10000594,4206,Cash
10000595,3853,Cash
10000596,4177,Card
10000597,3866,Cash
10000598,3784,Card
10000599,4520,Card
10000600,3363,Cash
10000601,5618,Card
10000602,3988,Card
10000603,4822,Card
10000604,4204,Card
10000605,3251,Cash
10000606,5642,Cash
10000607,4838,Card
10000608,4206,Cash
10000609,5132,Card
10000610,4895,Cash
10000611,5177,Card
10000612,3230,Cash
10000613,4284,Cash
10000614,3054,Cash
10000615,3025,Cash
10000616,3588,Card
10000617,5594,Card
10000618,4447,Card
10000619,3345,Card
10000620,4137,Cash
10000621,4379,Cash
10000622,4820,Cash
10000623,5126,Cash
10000624,4734,Card
10000625,5560,Card
10000626,3870,Cash
10000627,3481,Card
10000628,3697,Card
10000629,5779,Card
10000630,5102,Cash
10000631,3456,Cash
10000632,3215,Card
10000633,4951,Cash
10000634,3753,Cash
10000635,5671,Cash
10000636,4521,Card
10000637,5396,Card
10000638,5674,Cash
10000639,3202,Cash
10000640,4844,Cash
10000641,5229,Card
10000642,4346,Cash
10000643,5814,Cash
10000644,3777,Cash
10000645,4621,Card
10000646,5181,Cash
10000647,5447,Cash
10000648,3780,Card
10000649,3971,Cash
10000650,3778,Card
10000651,3035,Card
10000652,25066,Cash
10000653,25151,Card
10000654,26008,Card
10000655,24950,Card
10000656,25947,Cash
10000657,26688,Cash
10000658,26220,Cash
10000659,26351,Cash
10000660,25524,Cash
10000661,24916,Cash
10000662,24451,Cash
10000663,26299,Card
10000664,25072,Card
10000665,24002,Card
10000666,25653,Cash
10000667,25445,Card
10000668,24138,Cash
10000669,26290,Cash
10000670,25154,Cash
10000671,25241,Cash
10000672,24573,Card
10000673,26935,Cash
10000674,26602,Card
10000675,25639,Cash
10000676,26995,Cash
10000677,25106,Card
10000678,26824,Card
10000679,32400,Card
10000680,31023,Card
10000681,30696,Card
10000682,32546,Card
10000683,30046,Card
10000684,30163,Card
10000685,31402,Cash
10000686,7715,Cash
10000687,6851,Cash
10000688,6534,Card
10000689,7724,Cash
10000690,6548,Cash
10000691,6353,Card
10000692,8378,Card
10000693,8684,Card
10000694,8356,Cash
10000695,7191,Cash
10000696,7060,Card
10000697,6229,Card
10000698,6857,Card
10000699,7147,Cash
10000700,8942,Card
10000701,6497,Card
10000702,8617,Cash
10000703,7492,Card
10000704,7326,Cash
10000705,7936,Cash
10000706,7500,Cash
10000707,6167,Card
10000708,6553,Card
10000709,6539,Card
10000710,7359,Cash
10000711,6851,Card
10000712,6788,Cash
10000713,7315,Card
10000714,8535,Cash
10000715,7213,Card
10000716,8186,Cash
10000717,6266,Card
10000718,7502,Cash
10000719,7705,Card
10000720,7772,Cash
10000721,8117,Cash
10000722,8546,Card
10000723,7178,Card
10000724,7789,Card
10000725,8757,Cash
10000726,8367,Cash
10000727,6664,Card
10000728,7624,Cash
10000729,7076,Card
10000730,7821,Card
10000731,8755,Card
10000732,6431,Cash
10000733,7522,Card
10000734,7674,Cash
10000735,7935,Card
10000736,7124,Cash
10000737,7474,Cash
10000738,6107,Cash
10000739,8968,Card
10000740,7552,Card
10000741,8507,Card
10000742,7335,Card
10000743,8702,Card
10000744,7819,Card
10000745,7877,Card
10000746,7176,Cash
10000747,6148,Card
10000748,7871,Cash
10000749,8405,Card
10000750,7439,Cash
10000751,7452,Card
10000752,7986,Card
10000753,7031,Card
10000754,8770,Card
10000755,6801,Card
10000756,8946,Card
10000757,8165,Card
10000758,6977,Card
10000759,6377,Cash
10000760,8435,Card
10000761,7398,Cash
10000762,7975,Card
10000763,7156,Card
10000764,7931,Card
10000765,6832,Cash
10000766,8293,Cash
10000767,8454,Card
10000768,8042,Cash
10000769,6363,Card
10000770,6004,Card
10000771,7835,Cash
10000772,7976,Cash
10000773,6588,Card
10000774,7538,Cash
10000775,7777,Cash
10000776,7639,Card
10000777,6624,Card
10000778,7645,Cash
10000779,7333,Cash
10000780,7073,Cash
10000781,8839,Card
10000782,8867,Cash
10000783,7017,Cash
10000784,6914,Cash
10000785,8936,Cash
10000786,8908,Card
10000787,7564,Card
10000788,6572,Cash
10000789,7904,Card
10000790,7233,Card
10000791,8694,Card
10000792,8571,Card
10000793,6952,Cash
10000794,9841,Card
10000795,11656,Card
10000796,9198,Card
10000797,10454,Cash
10000798,9665,Card
10000799,54825,Card
10000800,54218,Cash
10000801,2407,Cash
10000802,695,Cash
10000803,2735,Cash
10000804,2769,Card
10000805,1960,Card
10000806,2153,Card
10000807,1946,Cash
10000808,741,Cash
10000809,1604,Card
10000810,2543,Card
10000811,246,Card
10000812,901,Cash
10000813,1111,Card
10000814,2302,Card
10000815,1380,Card
10000816,2876,Card
10000817,1628,Card
10000818,818,Card
10000819,2578,Card
10000820,1797,Cash
10000821,2814,Card
10000822,1829,Card
10000823,726,Cash
10000824,2933,Card
10000825,1249,Cash
10000826,1201,Card
10000827,2519,Cash
10000828,2672,Card
10000829,1865,Card
10000830,1179,Cash
10000831,1566,Cash
10000832,1022,Card
10000833,2491,Cash
10000834,486,Card
10000835,469,Card
10000836,1555,Card
10000837,2964,Card
10000838,816,Card
10000839,1048,Card
10000840,2819,Card
10000841,455,Card
10000842,919,Card
10000843,957,Card
10000844,2203,Card
10000845,9,Card
10000846,1066,Card
10000847,2541,Cash
10000848,1981,Card
10000849,951,Cash
10000850,2609,Card
10000851,901,Cash
10000852,2265,Card
10000853,2760,Card
10000854,2404,Cash
10000855,857,Cash
10000856,838,Cash
10000857,1859,Card
10000858,2192,Card
10000859,1250,Card
10000860,268,Cash
10000861,364,Card
10000862,1233,Cash
10000863,804,Card
10000864,1405,Card
10000865,2911,Card
10000866,1301,Cash
10000867,376,Cash
10000868,2238,Card
10000869,475,Cash
10000870,2545,Cash
10000871,268,Card
10000872,997,Card
10000873,2171,Card
10000874,912,Card
10000875,112,Card
10000876,2757,Card
10000877,2829,Card
10000878,105,Card
10000879,2595,Cash
10000880,2222,Card
10000881,1922,Card
10000882,849,Card
10000883,2794,Cash
10000884,2605,Card
10000885,1698,Card
10000886,1482,Card
10000887,1600,Card
10000888,2671,Card
10000889,1934,Card
10000890,683,Cash
10000891,1774,Cash
10000892,732,Cash
10000893,330,Cash
10000894,718,Cash
10000895,2207,Cash
10000896,1330,Cash
10000897,2001,Card
10000898,1995,Card
10000899,1073,Card
10000900,639,Cash
10000901,2041,Cash
10000902,783,Card
10000903,2487,Card
10000904,2437,Cash
10000905,2596,Card
10000906,2682,Card
10000907,195,Cash
10000908,2978,Card
10000909,2824,Cash
10000910,761,Cash
10000911,1693,Cash
10000912,2731,Cash
10000913,676,Card
10000914,2863,Card
10000915,2585,Card
10000916,1338,Cash
10000917,1918,Card
10000918,2751,Card
10000919,2355,Cash
10000920,1270,Cash
10000921,2500,Card
10000922,748,Cash
10000923,999,Card
10000924,815,Cash
10000925,958,Cash
10000926,2067,Card
10000927,1808,Cash
10000928,1144,Card
10000929,439,Cash
10000930,421,Card
10000931,1904,Cash
10000932,1999,Card
10000933,2544,Card
10000934,1464,Card
10000935,2506,Card
10000936,45,Card
10000937,1047,Cash
10000938,1294,Card
10000939,2593,Card
10000940,1020,Cash
10000941,1859,Card
10000942,1540,Cash
10000943,1906,Cash
10000944,2171,Cash
10000945,257,Card
10000946,2343,Cash
10000947,959,Card
10000948,1779,Card
10000949,930,Cash
10000950,2659,Card
10000951,441,Card
10000952,1520,Cash
10000953,1305,Cash
10000954,1438,Cash
10000955,1062,Cash
10000956,1461,Cash
10000957,320,Cash
10000958,1526,Card
10000959,1422,Cash
10000960,2616,Cash
10000961,85,Card
10000962,2773,Card
10000963,2677,Card
10000964,2270,Card
10000965,1518,Cash
10000966,2354,Card
10000967,337,Card
10000968,2732,Card
10000969,1314,Card
10000970,708,Card
10000971,955,Cash
10000972,2558,Card
10000973,2884,Card
10000974,1237,Card
10000975,573,Card
10000976,1375,Cash
10000977,2985,Cash
10000978,2675,Cash
10000979,199,Cash
10000980,808,Cash
10000981,488,Cash
10000982,1308,Cash
10000983,2082,Card
10000984,2609,Cash
10000985,1934,Card
10000986,559,Cash
10000987,374,Card
10000988,1624,Card
10000989,1553,Card
10000990,2344,Card
10000991,2644,Card
10000992,2711,Card
10000993,1542,Cash
10000994,780,Cash
10000995,1523,Card
10000996,1179,Card
10000997,2564,Card
10000998,513,Cash
10000999,2529,Cash
10001000,2712,Card
10001001,2761,Card
10001002,17444,Cash
10001003,17511,Card
10001004,16737,Card
10001005,17099,Card
10001006,15520,Cash
10001007,17281,Card
10001008,22859,Card
10001009,21481,Card
10001010,22802,Card
10001011,21417,Card
10001012,50056,Cash
10001013,49858,Cash
10001014,47687,Card
10001015,46820,Cash
10001016,47146,Cash
10001017,46007,Card
