Transaction ID,Customer ID,Payment_Mode
10001018,18214,Card
10001019,18577,Card
10001020,18398,Card
10001021,20145,Cash
10001022,20805,Cash
10001023,19911,Card
10001024,20419,Card
10001025,20472,Cash
10001026,18624,Card
10001027,20090,Cash
10001028,19130,Cash
10001029,20277,Card
10001030,19211,Card
10001031,19917,Cash
10001032,20142,Card
10001033,19359,Card
10001034,19330,Card
10001035,20262,Cash
10001036,20307,Card
10001037,18011,Cash
10001038,20922,Card
10001039,19913,Cash
10001040,20987,Card
10001041,18174,Cash
10001042,19249,Card
10001043,18510,Card
10001044,18215,Card
10001045,18121,Card
10001046,19540,Cash
10001047,18898,Card
10001048,19752,Card
10001049,20954,Cash
10001050,20270,Card
10001051,18459,Card
10001052,18020,Card
10001053,20677,Cash
10001054,20443,Card
10001055,18203,Cash
10001056,19855,Cash
10001057,20146,Cash
10001058,19328,Card
10001059,44459,Card
10001060,42542,Cash
10001061,44190,Card
10001062,44503,Cash
10001063,44931,Card
10001064,43477,Card
10001065,44831,Card
10001066,42377,Card
10001067,42459,Card
10001068,44279,Card
10001069,44395,Cash
10001070,42123,Card
10001071,44415,Cash
10001072,44131,Cash
10001073,44772,Card
10001074,43894,Cash
10001075,42379,Card
10001076,43960,Card
10001077,44763,Card
10001078,44367,Cash
10001079,44650,Card
10001080,42298,Cash
10001081,44890,Card
10001082,44705,Cash
10001083,43754,Cash
10001084,43152,Card
10001085,42281,Cash
10001086,44246,Card
10001087,44107,Card
10001088,43137,Card
10001089,43165,Cash
10001090,43448,Card
10001091,44584,Cash
10001092,42920,Card
10001093,44373,Card
10001094,43248,Card
10001095,42102,Cash
10001096,43433,Card
10001097,42205,Card
10001098,43814,Card
10001099,43935,Cash
10001100,44868,Cash
10001101,44325,Card
10001102,42121,Card
10001103,43307,Cash
10001104,42107,Cash
10001105,43584,Cash
10001106,44497,Cash
10001107,44885,Card
10001108,42795,Card
10001109,42288,Card
10001110,44624,Cash
10001111,44641,Card
10001112,43746,Card
10001113,44520,Card
10001114,42659,Card
10001115,44873,Card
10001116,42882,Cash
10001117,44585,Card
10001118,43299,Card
10001119,43849,Card
10001120,42995,Card
10001121,42392,Card
10001122,42980,Card
10001123,44719,Card
10001124,42336,Cash
10001125,43080,Cash
10001126,43158,Cash
10001127,44993,Cash
10001128,43875,Card
10001129,44940,Card
10001130,42091,Cash
10001131,42836,Card
10001132,42745,Card
10001133,42771,Card
10001134,44454,Card
10001135,43860,Card
10001136,43842,Card
10001137,44219,Cash
10001138,44923,Card
10001139,44089,Card
10001140,44809,Card
10001141,44456,Cash
10001142,43704,Card
10001143,43178,Card
10001144,42231,Card
10001145,42460,Card
10001146,44018,Cash
10001147,44785,Card
10001148,44789,Card
10001149,42905,Card
10001150,42519,Card
10001151,44183,Cash
10001152,42811,Card
10001153,43044,Card
10001154,43743,Card
10001155,43812,Card
10001156,42858,Card
10001157,42115,Card
10001158,44272,Cash
10001159,44600,Card
10001160,44568,Card
10001161,43470,Card
10001162,43209,Card
10001163,43787,Cash
10001164,42579,Cash
10001165,42756,Cash
10001166,44824,Card
10001167,42247,Card
10001168,43895,Cash
10001169,44068,Cash
10001170,44773,Cash
10001171,43706,Card
10001172,44660,Card
10001173,43375,Cash
10001174,42965,Card
10001175,44944,Cash
10001176,44134,Cash
10001177,42647,Card
10001178,42548,Cash
10001179,44344,Cash
10001180,44219,Card
10001181,43673,Cash
10001182,44696,Card
10001183,42729,Cash
10001184,43786,Card
10001185,44376,Card
10001186,43284,Card
10001187,43279,Card
10001188,43392,Card
10001189,43741,Card
10001190,42770,Card
10001191,43221,Card
10001192,44759,Card
10001193,42510,Cash
10001194,42946,Cash
10001195,43527,Cash
10001196,43887,Cash
10001197,43435,Cash
10001198,42538,Card
10001199,42270,Card
10001200,42832,Cash
10001201,42666,Card
10001202,44037,Cash
10001203,44182,Card
10001204,43148,Card
10001205,43924,Card
10001206,44283,Cash
10001207,43905,Cash
10001208,42485,Cash
10001209,42750,Card
10001210,43159,Card
10001211,44795,Cash
10001212,44605,Card
10001213,43197,Card
10001214,44001,Cash
10001215,43108,Card
10001216,42840,Cash
10001217,42549,Card
10001218,36774,Cash
10001219,37298,Cash
10001220,36491,Cash
10001221,37875,Card
10001222,37212,Card
10001223,38708,Card
10001224,36504,Card
10001225,38316,Card
10001226,36316,Card
10001227,37046,Card
10001228,37475,Card
10001229,36113,Card
10001230,38210,Card
10001231,36596,Card
10001232,37393,Card
10001233,37969,Card
10001234,38146,Cash
10001235,36958,Card
10001236,38101,Card
10001237,37044,Cash
10001238,36354,Card
10001239,36552,Card
10001240,37227,Card
10001241,37369,Card
10001242,14513,Card
10001243,13618,Card
10001244,13678,Card
10001245,13050,Cash
10001246,13951,Cash
10001247,13837,Card
10001248,12223,Cash
10001249,12932,Cash
10001250,14892,Card
10001251,14290,Card
10001252,12565,Cash
10001253,13107,Card
10001254,13894,Card
10001255,14193,Cash
10001256,13296,Cash
10001257,41978,Card
10001258,40845,Cash
10001259,41819,Card
10001260,52090,Card
10001261,52379,Card
10001262,52212,Cash
10001263,52182,Cash
10001264,53905,Cash
10001265,53880,Cash
10001266,53311,Cash
10001267,52146,Card
10001268,53651,Cash
10001269,52109,Card
10001270,53657,Card
10001271,51013,Card
10001272,51772,Card
10001273,52539,Cash
10001274,51661,Card
10001275,52137,Card
10001276,52577,Cash
10001277,52533,Card
10001278,52986,Cash
10001279,52214,Cash
10001280,53944,Card
10001281,51580,Card
10001282,51131,Card
10001283,52060,Card
10001284,53184,Card
10001285,52358,Card
10001286,51933,Card
10001287,53973,Card
10001288,52880,Cash
10001289,53126,Card
10001290,51574,Card
10001291,53683,Card
10001292,51818,Cash
10001293,53041,Card
10001294,53307,Card
10001295,52189,Card
10001296,53966,Card
10001297,51166,Card
10001298,51529,Cash
10001299,51478,Card
10001300,51032,Card
10001301,53790,Cash
10001302,52264,Card
10001303,51417,Cash
10001304,53850,Card
10001305,53758,Cash
10001306,53521,Cash
10001307,52686,Cash
10001308,53790,Card
10001309,53095,Cash
10001310,53386,Card
10001311,53048,Card
10001312,51848,Card
10001313,51774,Card
10001314,51824,Card
10001315,52207,Cash
10001316,52373,Card
10001317,51999,Card
10001318,51961,Card
10001319,51214,Cash
10001320,52625,Cash
10001321,53459,Cash
10001322,52501,Cash
10001323,53914,Cash
10001324,52001,Card
10001325,51651,Card
10001326,51026,Cash
10001327,51377,Cash
10001328,51745,Cash
10001329,52377,Card
10001330,52492,Card
10001331,52842,Card
10001332,51840,Cash
10001333,53083,Card
10001334,53127,Card
10001335,53927,Cash
10001336,52630,Cash
10001337,52879,Cash
10001338,53296,Cash
10001339,53481,Cash
10001340,52536,Card
10001341,51922,Card
10001342,52836,Card
10001343,53012,Cash
10001344,53792,Card
10001345,52959,Cash
10001346,51149,Card
10001347,52497,Card
10001348,51196,Card
10001349,52935,Cash
10001350,52016,Card
10001351,51444,Card
10001352,52040,Card
10001353,51725,Card
10001354,51654,Cash
10001355,53314,Card
10001356,52013,Cash
10001357,53251,Cash
10001358,51384,Card
10001359,53395,Card
10001360,53817,Card
10001361,51929,Cash
10001362,53284,Card
10001363,52596,Card
10001364,53495,Card
10001365,51227,Card
10001366,52350,Card
10001367,53069,Card
10001368,51985,Card
10001369,53193,Card
10001370,53301,Card
10001371,51329,Card
10001372,52436,Cash
10001373,52327,Cash
10001374,52242,Card
10001375,51824,Cash
10001376,52443,Cash
10001377,51054,Cash
10001378,51328,Card
10001379,52983,Card
10001380,53820,Card
10001381,51744,Cash
10001382,51599,Card
10001383,52472,Cash
10001384,51916,Card
10001385,52905,Card
10001386,51312,Card
10001387,53829,Card
10001388,29274,Card
10001389,29587,Card
10001390,29066,Card
10001391,29729,Card
10001392,29324,Card
10001393,29780,Card
10001394,29654,Cash
10001395,29150,Card
10001396,33783,Card
10001397,35258,Card
10001398,57589,Card
10001399,58507,Cash
10001400,58881,Cash
10001401,57170,Card
10001402,57702,Cash
10001403,59102,Card
10001404,57093,Card
10001405,58686,Cash
10001406,57179,Cash
10001407,57023,Card
10001408,59204,Card
10001409,59738,Cash
10001410,57152,Card
10001411,57407,Cash
10001412,4576,Card
10001413,3648,Cash
10001414,3744,Cash
10001415,4214,Card
10001416,5439,Cash
10001417,3242,Cash
10001418,5162,Card
10001419,3083,Card
10001420,5186,Card
10001421,4141,Card
10001422,5299,Card
10001423,4341,Card
10001424,4459,Card
10001425,3968,Cash
10001426,5354,Cash
10001427,4841,Card
10001428,5965,Card
10001429,3651,Cash
10001430,4735,Card
10001431,5964,Cash
10001432,3476,Cash
10001433,4511,Card
10001434,4155,Card
10001435,3741,Cash
10001436,5871,Cash
10001437,4522,Card
10001438,5735,Cash
10001439,5804,Card
10001440,4574,Cash
10001441,3884,Cash
10001442,26785,Cash
10001443,26924,Cash
10001444,24969,Card
10001445,26522,Card
10001446,25293,Card
10001447,24569,Card
10001448,31114,Cash
10001449,30974,Cash
10001450,30897,Card
10001451,6561,Card
10001452,6234,Card
10001453,8434,Card
10001454,7758,Card
10001455,8282,Card
10001456,6185,Cash
10001457,7282,Card
10001458,6246,Cash
10001459,8375,Cash
10001460,7685,Card
10001461,6237,Card
10001462,6971,Card
10001463,7398,Card
10001464,7151,Cash
10001465,8515,Card
10001466,8427,Cash
10001467,6763,Cash
10001468,6862,Cash
10001469,6449,Cash
10001470,6810,Cash
10001471,8284,Card
10001472,6074,Card
10001473,8640,Cash
10001474,8445,Card
10001475,7442,Card
10001476,8734,Card
10001477,8217,Card
10001478,8829,Cash
10001479,6193,Card
10001480,8683,Cash
10001481,8452,Card
10001482,6918,Card
10001483,8085,Card
10001484,6366,Cash
10001485,7742,Cash
10001486,6191,Card
10001487,8590,Card
10001488,7953,Cash
10001489,6041,Cash
10001490,6384,Cash
10001491,8626,Card
10001492,7894,Card
10001493,6720,Cash
10001494,7055,Card
10001495,11941,Card
10001496,9200,Card
10001497,10299,Card
10001498,55501,Card
10001499,56759,Cash
10001500,56509,Cash
10001501,2936,Cash
10001502,777,Card
10001503,8,Cash
10001504,2689,Card
10001505,2561,Card
10001506,1713,Card
10001507,2375,Cash
10001508,2721,Cash
10001509,571,Card
10001510,765,Cash
10001511,686,Card
10001512,2399,Card
10001513,944,Card
10001514,1835,Card
10001515,2866,Cash
10001516,2617,Cash
10001517,2550,Card
10001518,26,Card
10001519,2923,Cash
10001520,1888,Cash
10001521,2946,Card
10001522,207,Card
10001523,2774,Card
10001524,420,Card
10001525,2655,Card
10001526,115,Card
10001527,718,Card
10001528,1775,Cash
10001529,2419,Cash
10001530,769,Cash
10001531,1696,Card
10001532,2571,Cash
10001533,674,Card
10001534,2663,Card
10001535,16685,Cash
10001536,16137,Card
10001537,17717,Cash
10001538,23930,Card
10001539,21259,Card
10001540,22454,Cash
10001541,47883,Card
10001542,46368,Cash
10001543,45875,Card
10001544,18652,Card
10001545,20505,Card
10001546,20938,Card
10001547,18388,Cash
10001548,18130,Cash
10001549,20546,Card
10001550,19516,Card
10001551,19388,Card
10001552,20275,Cash
10001553,20454,Cash
10001554,19877,Card
10001555,20349,Cash
10001556,19504,Card
10001557,20275,Card
10001558,18214,Card
10001559,20149,Card
10001560,19492,Card
10001561,19253,Cash
10001562,20773,Card
10001563,20588,Card
10001564,20821,Card
10001565,19045,Cash
10001566,19216,Card
10001567,18278,Card
10001568,19374,Card
10001569,42845,Card
10001570,44544,Cash
10001571,43168,Card
10001572,42787,Card
10001573,44818,Card
10001574,42747,Card
10001575,42496,Card
10001576,44142,Cash
10001577,43817,Card
10001578,43845,Cash
10001579,43089,Card
10001580,44544,Cash
10001581,42193,Cash
10001582,43283,Cash
10001583,44780,Card
10001584,43998,Cash
10001585,44844,Card
10001586,42009,Card
10001587,43093,Card
10001588,42432,Card
10001589,43554,Card
10001590,42843,Card
10001591,44490,Cash
10001592,42087,Card
10001593,44215,Card
10001594,44853,Card
10001595,43259,Card
10001596,42444,Card
10001597,42503,Cash
10001598,42847,Cash
10001599,43446,Cash
10001600,44368,Cash
10001601,42014,Card
10001602,43662,Card
10001603,42337,Cash
10001604,42364,Cash
10001605,42260,Cash
10001606,42622,Card
10001607,43991,Cash
10001608,42849,Card
10001609,42843,Card
10001610,43538,Cash
10001611,42263,Card
10001612,43420,Cash
10001613,42527,Card
10001614,44780,Card
10001615,44871,Cash
10001616,44188,Card
10001617,43212,Cash
10001618,44304,Card
10001619,44160,Cash
10001620,43965,Card
10001621,44695,Cash
10001622,42625,Card
10001623,44630,Card
10001624,42883,Card
10001625,42982,Card
10001626,44431,Cash
10001627,44074,Cash
10001628,42027,Cash
10001629,44373,Cash
10001630,43325,Card
10001631,44246,Card
10001632,43637,Card
10001633,43224,Card
10001634,43640,Cash
10001635,43835,Card
10001636,43022,Card
10001637,44364,Card
10001638,42030,Card
10001639,42732,Card
10001640,43097,Cash
10001641,42122,Cash
10001642,43657,Card
10001643,43279,Card
10001644,42528,Cash
10001645,43793,Card
10001646,43092,Cash
10001647,44558,Cash
10001648,44052,Cash
10001649,44971,Cash
10001650,43438,Cash
10001651,43637,Cash
10001652,44911,Card
10001653,44718,Card
10001654,43460,Card
10001655,44099,Card
10001656,44522,Cash
10001657,43299,Card
10001658,42443,Cash
10001659,44221,Cash
10001660,42896,Card
10001661,43471,Card
10001662,43652,Card
10001663,43163,Cash
10001664,42022,Cash
10001665,42056,Card
10001666,43489,Cash
10001667,42162,Cash
10001668,42423,Card
10001669,43923,Card
10001670,44186,Cash
10001671,44310,Card
10001672,42744,Card
10001673,42997,Cash
10001674,43522,Card
10001675,42222,Card
10001676,44242,Cash
10001677,42571,Cash
10001678,42513,Card
10001679,42704,Cash
10001680,44247,Card
10001681,42866,Cash
10001682,43842,Cash
10001683,43124,Cash
10001684,42948,Card
10001685,43516,Cash
10001686,44385,Cash
10001687,43909,Cash
10001688,44656,Card
10001689,44819,Card
10001690,44977,Card
10001691,43764,Cash
10001692,43107,Cash
10001693,42809,Cash
10001694,43787,Card
10001695,42020,Cash
10001696,42241,Cash
10001697,43258,Card
10001698,43019,Cash
10001699,42687,Card
10001700,42358,Cash
10001701,44751,Card
10001702,43324,Cash
10001703,43950,Card
10001704,43887,Card
10001705,42336,Cash
10001706,43990,Cash
10001707,44970,Cash
10001708,42045,Card
10001709,44422,Cash
10001710,44049,Cash
10001711,38551,Cash
10001712,38952,Card
10001713,36825,Cash
10001714,38056,Cash
10001715,37530,Card
10001716,36888,Card
10001717,38042,Cash
10001718,37375,Card
10001719,37064,Cash
10001720,37960,Card
10001721,36448,Card
10001722,38062,Card
10001723,37384,Cash
10001724,38376,Cash
10001725,36088,Cash
10001726,37583,Cash
10001727,13307,Card
10001728,13290,Card
10001729,12137,Cash
10001730,12920,Card
10001731,12506,Cash
10001732,12380,Card
10001733,14975,Cash
10001734,12725,Cash
10001735,13395,Cash
10001736,14457,Card
10001737,40021,Card
10001738,41789,Cash
10001739,53481,Cash
10001740,53995,Cash
10001741,53854,Cash
10001742,52444,Cash
10001743,52994,Cash
10001744,52191,Card
10001745,52308,Cash
10001746,52973,Cash
10001747,51237,Card
10001748,51900,Card
10001749,53438,Card
10001750,52554,Card
10001751,28548,Cash
10001752,27051,Cash
10001753,29459,Cash
10001754,28658,Card
10001755,28076,Card
10001756,28956,Card
10001757,28846,Card
10001758,28416,Cash
10001759,27006,Card
10001760,29547,Card
10001761,27753,Card
10001762,27937,Card
10001763,27310,Cash
10001764,29010,Card
10001765,28751,Card
10001766,28469,Card
10001767,27679,Cash
10001768,29822,Cash
10001769,33693,Cash
10001770,34554,Card
10001771,34923,Cash
10001772,35177,Card
10001773,34307,Cash
10001774,58578,Card
10001775,59900,Card
10001776,59781,Cash
10001777,57321,Cash
10001778,58987,Cash
10001779,57284,Cash
10001780,59453,Card
10001781,59604,Card
10001782,59965,Card
10001783,59489,Cash
10001784,57050,Card
10001785,57642,Cash
10001786,59224,Card
10001787,57118,Card
10001788,58762,Card
10001789,57509,Card
10001790,59518,Cash
10001791,58228,Cash
10001792,59677,Cash
10001793,58370,Card
10001794,58815,Card
10001795,58104,Cash
10001796,58308,Cash
10001797,57320,Cash
10001798,57549,Cash
10001799,58216,Cash
10001800,59573,Cash
10001801,57143,Card
10001802,57910,Card
10001803,57334,Cash
10001804,57580,Cash
10001805,57224,Cash
10001806,59559,Card
10001807,58258,Cash
10001808,59595,Card
10001809,57200,Cash
10001810,58757,Cash
10001811,58380,Card
10001812,59378,Card
10001813,59398,Cash
10001814,57517,Card
10001815,59599,Cash
10001816,58414,Card
10001817,57234,Card
10001818,58297,Card
10001819,59924,Card
10001820,59573,Card
10001821,57507,Cash
10001822,57071,Card
10001823,57820,Cash
10001824,58807,Cash
10001825,57507,Cash
10001826,59079,Cash
10001827,59760,Cash
10001828,59160,Cash
10001829,57654,Card
10001830,59593,Card
10001831,59925,Cash
10001832,59422,Card
10001833,57251,Card
10001834,58292,Card
10001835,5996,Card
10001836,5460,Cash
10001837,5216,Cash
10001838,3077,Card
10001839,3232,Card
10001840,5423,Card
10001841,5967,Card
10001842,5776,Card
10001843,4975,Card
10001844,4806,Cash
10001845,5062,Card
10001846,3883,Cash
10001847,3763,Cash
10001848,5521,Card
10001849,3336,Card
10001850,5614,Cash
10001851,3448,Cash
10001852,4302,Cash
10001853,3177,Card
10001854,3580,Card
10001855,3070,Card
10001856,5080,Cash
10001857,4732,Card
10001858,3220,Cash
10001859,3547,Cash
10001860,5466,Card
10001861,3060,Cash
10001862,4214,Cash
10001863,3591,Card
10001864,4994,Card
10001865,5925,Cash
10001866,4878,Cash
10001867,3149,Card
10001868,5964,Card
10001869,4166,Card
10001870,3630,Cash
10001871,3297,Card
10001872,3828,Cash
10001873,3902,Card
10001874,4548,Card
10001875,3032,Cash
10001876,3616,Card
10001877,5121,Card
10001878,4690,Cash
10001879,3720,Card
10001880,4039,Cash
10001881,5241,Cash
10001882,3563,Card
10001883,4287,Card
10001884,5763,Card
10001885,5891,Cash
10001886,3099,Card
10001887,3255,Card
10001888,4009,Card
10001889,5072,Card
10001890,5663,Card
10001891,5564,Cash
10001892,3657,Cash
10001893,3214,Cash
10001894,4496,Card
10001895,3439,Cash
10001896,3208,Cash
10001897,3630,Cash
10001898,3548,Card
10001899,4970,Card
10001900,5258,Card
10001901,5330,Card
10001902,4274,Card
10001903,5387,Cash
10001904,5562,Card
10001905,3334,Card
10001906,3684,Cash
10001907,5476,Card
10001908,4763,Card
10001909,4710,Cash
10001910,4963,Card
10001911,4283,Card
10001912,4169,Card
10001913,3425,Card
10001914,5679,Card
10001915,4731,Cash
10001916,5840,Card
10001917,5652,Card
10001918,5139,Cash
10001919,3905,Cash
10001920,5778,Card
10001921,4281,Card
10001922,3124,Cash
10001923,3107,Card
10001924,3575,Card
10001925,5492,Card
10001926,4447,Card
10001927,3222,Card
10001928,4100,Card
10001929,4208,Cash
10001930,4045,Cash
10001931,4561,Cash
10001932,5771,Cash
10001933,3971,Card
10001934,4376,Card
10001935,4538,Cash
10001936,5483,Card
10001937,5446,Cash
10001938,3095,Card
10001939,5009,Cash
10001940,5761,Cash
10001941,5777,Card
10001942,4002,Card
10001943,4334,Cash
10001944,3040,Card
10001945,5081,Card
10001946,4908,Cash
10001947,4448,Card
10001948,3705,Card
10001949,4249,Cash
10001950,5096,Card
10001951,4043,Cash
10001952,3535,Card
10001953,3816,Card
10001954,5393,Cash
10001955,4617,Card
10001956,3391,Cash
10001957,4311,Cash
10001958,5365,Card
10001959,4529,Card
10001960,4900,Card
10001961,3650,Cash
10001962,5958,Cash
10001963,4260,Card
10001964,4690,Cash
10001965,5156,Cash
10001966,5432,Card
10001967,4125,Card
10001968,5269,Cash
10001969,3619,Cash
10001970,5465,Card
10001971,3872,Card
10001972,3856,Card
10001973,3933,Cash
10001974,4961,Cash
10001975,3935,Card
10001976,3604,Cash
10001977,5914,Cash
10001978,3353,Cash
10001979,4380,Card
10001980,3797,Cash
10001981,5813,Card
10001982,4387,Card
10001983,3267,Card
10001984,3628,Card
10001985,5472,Card
10001986,5583,Cash
10001987,4119,Card
10001988,5619,Cash
10001989,4363,Card
10001990,5708,Card
10001991,3067,Card
10001992,3735,Card
10001993,4722,Card
10001994,3946,Cash
10001995,4891,Card
10001996,5946,Cash
10001997,4150,Cash
10001998,3228,Card
10001999,3114,Cash
10002000,3835,Cash
10002001,4368,Cash
10002002,3430,Card
10002003,4847,Cash
10002004,4337,Card
10002005,3252,Cash
10002006,5029,Card
10002007,4176,Card
10002008,4014,Card
10002009,26938,Card
